"id_componente";"codigo";"nome";"ch_total";"equivalencia";"pre_requisito";"co_requisito"
"53965";"CST3130.1";"MORFOLOGIA E FISIOLOGIA HUMANA IV - PRÁTICA";"45";"( CST3067 ) ";"( CST3063 OU CST3168 ) ";""
"53966";"CST3131";"MICROBIOLOGIA DE ALIMENTOS";"75";"( ( CST3021 ) OU ( CST3076 ) ) ";"( ( CST3066 ) E ( CST3060 ) ) ";""
"53967";"CST3131.0";"MICROBIOLOGIA DE ALIMENTOS - TEORIA";"30";"( ( CST3021 ) OU ( CST3076 ) ) ";"( ( CST3066 ) E ( CST3060 ) ) ";""
"53968";"CST3131.1";"MICROBIOLOGIA DE ALIMENTOS - PRÁTICA";"45";"( ( CST3021 ) OU ( CST3076 ) ) ";"( ( CST3066 ) E ( CST3060 ) ) ";""
"53969";"CST3132";"PROCESSOS DE INVESTIGAÇÃO EM NUTRIÇÃO";"90";"( CST3016 ) OU ( CST3084 ) ";"( CST3077 ) OU ( CST3123 ) ";"CST3075 "
"53970";"CST3132.0";"PROCESSOS DE INVESTIGAÇÃO EM NUTRIÇÃO - TEORIA";"45";"( CST3016 ) OU ( CST3084 ) ";"( CST3077 ) OU ( CST3123 ) ";"CST3075 "
"53971";"CST3132.1";"PROCESSOS DE INVESTIGAÇÃO EM NUTRIÇÃO - PRÁTICA I";"40";"( CST3016 ) OU ( CST3084 ) ";"( CST3077 ) OU ( CST3123 ) ";"CST3075 "
"53972";"CST3132.2";"PROCESSOS DE INVESTIGAÇÃO EM NUTRIÇÃO - PRÁTICA II";"5";"( CST3016 ) OU ( CST3084 ) ";"( CST3077 ) OU ( CST3123 ) ";"( CST3075 ) "
"53973";"CST3133";"GESTÃO EM ALIMENTAÇÃO COLETIVA I";"60";"( ( CST3082 ) OU ( CST3020 ) ) ";"";""
"53974";"CST3133.0";"GESTÃO EM ALIMENTAÇÃO COLETIVA I - TEORIA";"45";"( ( CST3082 ) OU ( CST3020 ) ) ";"";""
"53975";"CST3133.1";"GESTÃO EM ALIMENTAÇÃO COLETIVA I - PRÁTICA I";"5";"( ( CST3082 ) OU ( CST3020 ) ) ";"";""
"53976";"CST3133.2";"GESTÃO EM ALIMENTAÇÃO COLETIVA I - PRÁTICA II";"10";"( ( CST3082 ) OU ( CST3020 ) ) ";"";""
"53977";"CST3128";"DIETOTERAPIA II";"90";"( CST3086 ) OU ( CST3023 ) ";"( CST3080 OU CST3141 ) ";""
"53978";"CST3128.0";"DIETOTERAPIA II - TEORIA";"60";"( CST3086 ) OU ( CST3023 ) ";"( CST3080 OU CST3141 ) ";""
"53979";"CST3128.1";"DIETOTERAPIA II - PRÁTICA";"30";"( CST3086 ) OU ( CST3023 ) ";"( CST3080 OU CST3141 ) ";""
"53980";"PEC0187";"ESTÁGIO SUPERVISIONADO DE FORMAÇÃO DE PROFESSORES I (LIBRAS)";"100";"";"( PEC0683 ) ";""
"53981";"PEC0188";"ESTÁGIO SUPERVISIONADO DE FORMAÇÃO DE PROFESSORES II (LIBRAS)";"100";"";"( PEC0187 ) ";""
"53982";"PEC0189";"ESTÁGIO SUPERVISIONADO DE FORMAÇÃO DE PROFESSORES PARA O ENSINO FUNDAMENTAL (LIBRAS)";"100";"";"( PEC0188 ) ";""
"53983";"PEC0190";"ESTÁGIO SUPERVISIONADO DE FORMAÇÃO DE PROFESSORES PARA O ENSINO MÉDIO (LIBRAS)";"100";"";"( PEC0189 ) ";""
"53984";"EST0130";"ANÁLISE DE REGRESSÃO PARA C&T";"120";"";"EST0114 ";""
"53985";"DBQ0041";"QUÍMICA ORGÂNICA PARA BIOMEDICINA";"60";"( QUI0039 ) OU ( QUI0250 ) OU ( QUI0072 ) ";"";""
"54008";"CST3134";"AVALIAÇÃO NUTRICIONAL";"60";"( CST3069 ) ";"( CST3072 ) ";""
"54009";"CST3134.0";"AVALIAÇÃO NUTRICIONAL - TEORIA";"45";"( CST3069 ) ";"( CST3072 ) ";""
"54010";"CST3134.1";"AVALIAÇÃO NUTRICIONAL - PRÁTICA";"15";"( CST3069 ) ";"( CST3072 ) ";""
"54012";"CST3135";"ACOMPANHAMENTO DE ESTÁGIO SUPERVISIONADO EM ALIMENTAÇÃO COLETIVA";"45";"( ( CST3092 ) OU ( CST3051 ) OU ( CST3153 ) ) ";"( CST3088 ) ";""
"54013";"CST3135.0";"ACOMPANHAMENTO DE ESTÁGIO SUPERVISIONADO EM ALIMENTAÇÃO COLETIVA - TEORIA";"30";"( ( CST3092 ) OU ( CST3051 ) OU ( CST3153 ) ) ";"( CST3088 ) ";""
"54014";"CST3135.1";"ACOMPANHAMENTO DE ESTÁGIO SUPERVISIONADO EM ALIMENTAÇÃO COLETIVA - PRÁTICA";"15";"( ( CST3092 ) OU ( CST3051 ) OU ( CST3153 ) ) ";"( CST3088 ) ";""
"54017";"CST3136";"ACOMPANHAMENTO DE ESTÁGIO SUPERVISIONADO EM NUTRIÇÃO CLÍNICA";"45";"( ( CST3052 ) OU ( CST3093 ) OU ( CST3155 ) ) ";"( CST3128 OU CST3086 ) ";""
"54018";"CST3136.0";"ACOMPANHAMENTO DE ESTÁGIO SUPERVISIONADO EM NUTRIÇÃO CLÍNICA - TEORIA";"30";"( ( CST3052 ) OU ( CST3093 ) OU ( CST3155 ) ) ";"( CST3128 OU CST3086 ) ";""
"54019";"CST3136.1";"ACOMPANHAMENTO DE ESTÁGIO SUPERVISIONADO EM NUTRIÇÃO CLÍNICA - PRÁTICA";"15";"( ( CST3052 ) OU ( CST3093 ) OU ( CST3155 ) ) ";"( CST3128 OU CST3086 ) ";""
"54020";"CST3137";"ACOMPANHAMENTO DE ESTÁGIO SUPERVISIONADO DE NUTRIÇÃO EM SAÚDE COLETIVA";"45";"( CST3053 ) OU ( CST3094 ) OU ( CST3157 ) ";"( CST3083 OU CST3167 ) E ( CST3087 ) ";""
"54021";"CST3137.0";"ACOMPANHAMENTO DE ESTÁGIO SUPERVISIONADO DE NUTRIÇÃO EM SAÚDE COLETIVA - TEORIA";"30";"( CST3053 ) OU ( CST3094 ) OU ( CST3157 ) ";"( CST3083 OU CST3167 ) E ( CST3087 ) ";""
"54022";"CST3137.1";"ACOMPANHAMENTO DE ESTÁGIO SUPERVISIONADO DE NUTRIÇÃO EM SAÚDE COLETIVA - PRÁTICA";"15";"( CST3053 ) OU ( CST3094 ) OU ( CST3157 ) ";"( CST3083 OU CST3167 ) E ( CST3087 ) ";""
"54028";"CON4708";"CONTABILIDADE AMBIENTAL E SOCIAL";"60";"";"";""
"54029";"CON4709";"EMPREENDEDORISMO PARA CONTADORES";"60";"";"";""
"54034";"LET2032";"TEORIA DA NARRATIVA";"40";"";"";""
"54035";"LET2033";"REPRESENTAÇÕES SOCIAIS DO NEGRO NA POESIA DE POETAS BRASILEIROS E AFRICANOS";"40";"";"";""
"54036";"LET2034";"A POESIA MOÇAMBICANA EM DIÁLOGOS COM A LITERATURA BRASILEIRA CONTEMPORÂNEA";"40";"";"";""
"54037";"LET2035";"A POESIA E A PROSA DE AUTORES ANGOLANOS (MARTA APARECIDA GARCIA GONCALVES )";"40";"";"";""
"54038";"LET2036";"TRADIÇÃO ORAL E OFÍCIO NA FICÇÃO DE GUIMARÃES ROSA E MIA COUTO";"40";"";"";""
"54039";"LET2037";"ÁFRICA: OUVINDO A VOZ DA MULHER";"40";"";"";""
"54040";"LET2038";"INTRODUÇÃO AOS ESTUDOS DAS LITERATURAS AFRICANAS DE LÍNGUA PORTUGUESA E DA DIÁSPOR";"40";"";"";""
"54041";"LET2039";"REPRESENTAÇÕES IDENTITÁRIAS E ORALIDADE NA FICÇÃO DE SÃO TOMÉ E PRÍNCIPE";"40";"";"";""
"54045";"DCS0053";"IMAGINÁRIO, IMAGEM E COMUNICAÇÃO NA SOCIEDADE CONTEMPORÂNEA";"60";"";"";""
"54046";"DBG0043";"BIOINFORMÁTICA BÁSICA APLICADA À FISIOTERAPIA";"60";"";"";""
"54047";"DBG0044";"BIOINFORMÁTICA AVANÇADA APLICADA À FISIOTERAPIA";"60";"";"DBG0043 ";""
"54048";"DBG0045";"GENÉTICA DA CONSERVAÇÃO";"60";"";"DBG0041 ";""
"54049";"LET0559";"LITERATURA BARROCA II";"60";"";"( LET0058 ) OU ( LET0484 ) ";""
"54055";"DCS0001";"MITOPOIÉSIS E O IMAGINÁRIO";"20";"";"";""
"54056";"CST1128";"PESQUISA EM ENFERMAGEM II";"45";"( ( CST1028 ) OU ( CST1115 ) ) ";"( CST1112 ) ";""
"54057";"GPU0012";"LEI DE RESPONSABILIDADE FISCAL";"30";"";"";""
"54058";"MAT3020";"CÁLCULO II";"60";"";"";""
"54059";"MAT3021";"DIDÁTICA DA MATEMÁTICA";"60";"";"";""
"54060";"MAT3019";"INTRODUÇÃO À ÁLGEBRA LINEAR";"60";"";"";""
"54061";"PAT0600";"PATOLOGIA GERAL PARA MEDICINA";"90";"( PAT0401 ) OU ( MOR0059 ) ";"( DBQ0103 E MOR0203 ) ";""
"54062";"PAT0600.0";"PATOLOGIA GERAL PARA MEDICINA - TEORICA";"60";"( PAT0401 ) OU ( MOR0059 ) ";"( DBQ0103 E MOR0203 ) ";""
"54063";"PAT0600.1";"PATOLOGIA GERAL PARA MEDICINA - PRÁTICA";"30";"( PAT0401 ) OU ( MOR0059 ) ";"( DBQ0103 E MOR0203 ) ";""
"54064";"PAT0700";"PATOLOGIA GERAL PARA ENFERMAGEM";"45";"( PAT0312 OU PAT0008 ) ";"( DFS0053 ) ";""
"54065";"PAT0700.0";"PATOLOGIA GERAL PARA ENFERMAGEM - TEÓRICA";"30";"( PAT0312 OU PAT0008 ) ";"( DFS0053 ) ";""
"54066";"PAT0700.1";"PATOLOGIA GERAL PARA ENFERMAGEM - PRÁTICA";"15";"( PAT0312 OU PAT0008 ) ";"( DFS0053 ) ";""
"54067";"PAT0800";"PATOLOGIA GERAL PARA FARMÁCIA - DIURNO";"45";"( PAT0009 OU PAT0016 OU PAT0022 ) ";"( DFS0020 ) ";""
"54068";"PAT0800.0";"PATOLOGIA GERAL PARA FARMÁCIA - DIURNO - TEÓRICA";"30";"( PAT0009 OU PAT0016 OU PAT0022 ) ";"( DFS0020 ) ";""
"54069";"PAT0800.1";"PATOLOGIA GERAL PARA FARMÁCIA - DIURNO - PRÁTICA";"15";"( PAT0009 OU PAT0016 OU PAT0022 ) ";"( DFS0020 ) ";""
"54070";"PAT0801";"PATOLOGIA GERAL PARA FARMÁCIA - NOTURNO";"45";"( PAT0009 OU PAT0016 OU PAT0022 ) ";"( DFS0020 ) ";""
"54071";"PAT0801.0";"PATOLOGIA GERAL PARA FARMÁCIA - NOTURNO - TEÓRICA";"30";"( PAT0009 OU PAT0016 OU PAT0022 ) ";"( DFS0020 ) ";""
"54072";"PAT0801.1";"PATOLOGIA GERAL PARA FARMÁCIA - NOTURNO - PRÁTICA";"15";"( PAT0009 OU PAT0016 OU PAT0022 ) ";"( DFS0020 ) ";""
"54073";"PAT0900";"PATOLOGIA GERAL PARA NUTRIÇÃO";"45";"( PAT0022 OU PAT0009 ) ";"( MOR0023 ) E ( MOR0004 ) E ( DFS0026 ) ";""
"54074";"PAT0900.0";"PATOLOGIA GERAL PARA NUTRIÇÃO - TEÓRICA";"30";"( PAT0022 OU PAT0009 ) ";"( MOR0023 ) E ( MOR0004 ) E ( DFS0026 ) ";""
"54075";"PAT0900.1";"PATOLOGIA GERAL PARA NUTRIÇÃO - PRÁTICA";"15";"( PAT0022 OU PAT0009 ) ";"( MOR0023 ) E ( MOR0004 ) E ( DFS0026 ) ";""
"54076";"PAT1000";"PATOLOGIA GERAL PARA FISIOTERAPIA";"60";"( PAT0012 OU PAT0016 OU PAT0312 ) ";"( MOR0311 E DFS0009 ) OU ( MOR0057 E DFS0053 ) OU ( MOR0311 E MOR0071 ) OU ( MOR0011 E DFS0039 ) ";""
"54077";"PAT1000.0";"PATOLOGIA GERAL PARA FISIOTERAPIA - TEÓRICA";"45";"( PAT0012 OU PAT0016 OU PAT0312 ) ";"( MOR0311 E DFS0009 ) OU ( MOR0057 E DFS0053 ) OU ( MOR0311 E MOR0071 ) OU ( MOR0011 E DFS0039 ) ";""
"54078";"PAT1000.1";"PATOLOGIA GERAL PARA FISIOTERAPIA - PRÁTICA";"15";"( PAT0012 OU PAT0016 OU PAT0312 ) ";"( MOR0311 E DFS0009 ) OU ( MOR0057 E DFS0053 ) OU ( MOR0311 E MOR0071 ) OU ( MOR0011 E DFS0039 ) ";""
"54079";"DCS0002";"MYTHOS-LOGOS: DOIS MODOS DE PENSAMENTO";"20";"";"";""
"54080";"DCS0003";"INTRODUÇÃO AO FENÔMENO RELIGIOSO E AO MITO";"20";"";"";""
"54081";"DCS0004";"RELIGIÃO E MITO NA AMÉRICA LATINA";"20";"";"";""
"54082";"DCS0005";"CIÊNCIAS SOCIAIS DA RELIGIÃO E CIÊNCIAS DA RELIGIÃO";"20";"";"";""
"54083";"DCS0006";"IGUALDADE, LIBERDADE E PLURALISMO";"20";"";"";""
"54084";"DCS0007";"RELIGIÃO, MITO E POLÍTICA";"20";"";"";""
"54085";"DCS0008";"RELIGIÃO, MITO E LITERATURA";"20";"";"";""
"54086";"DCS0009";"RELIGIÃO, GÊNERO E SEXUALIDADE";"20";"";"";""
"54087";"DCS0010";"RELIGIÃO, MITO E VIOLÊNCIA";"20";"";"";""
"54088";"DCS0011";"O PAPEL DA RELIG-IÃO NA RELIG-AÇÃO DOS SABERES";"20";"";"";""
"54089";"DCS0012";"MÉTODOS PARA O ENSINO DA RELIGIÃO";"20";"";"";""
"54090";"DCS0013";"MÉTODOS PARA O ENSINO DA RELIGIÃO";"20";"";"";""
"54091";"DCS0014";"PEDAGOGIA DA MÚSICA E DA DANÇA";"20";"";"";""
"54092";"DCS0015";"PEDAGOGIA DA IMAGINAÇÃO I";"20";"";"";""
"54093";"DCS0016";"RELIGIÃO, MITO E VIOLÊNCIA";"20";"";"";""
"54094";"DCS0017";"PEDAGOGIA DA IMAGINAÇÃO II";"20";"";"";""
"54095";"DCS0018";"AS PARCERIAS COGNITIVAS NO ESTUDO DAS RELIGIÕES";"15";"";"";""
"54096";"DCS0019";"METODOLOGIA DO TRABALHO CIENTÍFICO";"15";"";"";""
"54097";"DCS0020";"ELABORAÇÃO DE PROJETOS NA PESQUISA E ENSINO";"15";"";"";""
"54098";"DCS0021";"O PAPEL DA RELIG-IÃO NA RELIG-AÇÃO DOS SABERES";"20";"";"";""
"54099";"DCS0022";"ELABORAÇÃO DE TCC";"15";"";"";""
"54100";"DCS0023";"AVALIAÇÃO DO TCC";"15";"";"";""
"54101";"PEC8005";"ESTÁGIO SUPERVISIONADO DE FORMAÇÃO DE PROFESSORES I";"60";"";"( PEC8001 ) ";""
"54102";"PDG0001";"ATIVIDADE COMPLEMENTAR";"100";"";"";""
"54103";"DSC0108";"GEOGRAFIA DA SAÚDE";"60";"( DGE0147 ) ";"";""
"54104";"DBG0046";"BIOINFORMÁTICA BÁSICA PARA CIÊNCIAS BIOLÓGICAS";"60";"";"";""
"54105";"MAT0032";"FUNDAMENTOS DA MATEMÁTICA";"90";"";"";""
"54106";"ZOO0470";"GENÉTICA QUANTITATIVA";"75";"( DBG0120 ) ";"( ZOO0320 ) OU ( CCA0114 ) E ( DBG0113 ) OU ( CCA0123 ) OU ( AGR0305 ) OU ( EFL0313 ) ";""
"54107";"ZOO0471";"MELHORAMENTO GENÉTICO ANIMAL";"75";"( DBG0134 ) ";"( DBG0120 OU ZOO0470 ) ";""
"54108";"DED0454";"EDUCAÇÃO ÉTNICO-RACIAL";"60";"";"";""
"54109";"FST1966";"ASSISTÊNCIA VENTILATÓRIA NA UNIDADE DE TERAPIA INTENSIVA";"30";"";"";""
"54110";"FST1967";"ESTAGIO PRÁTICO EM FISIOTERAPIA CARDIORRESPIRATORIA - UTI";"92";"";"";""
"54111";"FST1968";"ESTAGIO PRÁTICO EM FISIOTERAPIA CARDIORRESPIRATORIA - MATERNIDADE JANUÁRIO CICCO";"92";"";"";""
"54112";"FST1969";"ESTAGIO PRÁTICO EM FISIOTERAPIA CARDIORRESPIRATORIA - ENFERMARIAS HUOL";"92";"";"";""
"54113";"FST1970";"ESTAGIO PRÁTICO EM FISIOTERAPIA CARDIORRESPIRATORIA - ENFERMARIAS HUOL";"92";"";"";""
"54114";"FST1971";"ESTAGIO PRÁTICO EM FISIOTERAPIA CARDIORRESPIRATORIA - DOENÇAS NEUROMUSCULARES";"92";"";"";""
"54115";"ARQ0009";"PROJETO INTEGRADO 3";"120";"( ( ARQ0552 ) E ( ARQ0544 ) E ( ARQ0553 ) ) ";"( ( ARQ0542 ) E ( ARQ0544 ) ) ";""
"54116";"ARQ0009.0";"PROJETO DE ARQUITETURA 03";"15";"( ( ARQ0552 ) E ( ARQ0544 ) E ( ARQ0553 ) ) ";"( ( ARQ0542 ) E ( ARQ0544 ) ) ";""
"54117";"ARQ0009.1";"PROJETO PAISAGÍSTICO 03";"15";"( ( ARQ0552 ) E ( ARQ0544 ) E ( ARQ0553 ) ) ";"( ( ARQ0542 ) E ( ARQ0544 ) ) ";""
"54118";"ARQ0009.2";"PROJETO URBANO 03";"15";"( ( ARQ0552 ) E ( ARQ0544 ) E ( ARQ0553 ) ) ";"( ( ARQ0542 ) E ( ARQ0544 ) ) ";""
"54119";"ARQ0009.3";"PROJETO INTEGRADO 03";"60";"( ( ARQ0552 ) E ( ARQ0544 ) E ( ARQ0553 ) ) ";"( ( ARQ0542 ) E ( ARQ0544 ) ) ";""
"54120";"ARQ0009.4";"PROJETO COMPLEMENTAR 03";"15";"( ( ARQ0552 ) E ( ARQ0544 ) E ( ARQ0553 ) ) ";"( ( ARQ0542 ) E ( ARQ0544 ) ) ";""
"54121";"ARQ0010";"ESTRUTURAS";"45";"( ( ARQ0557 ) E ( ARQ0567 ) ) ";"( ARQ0548 ) ";""
"54122";"ARQ0011";"DESENHO AUXILIADO POR COMPUTADOR 02";"45";"( ARQ0551 ) ";"( ( ARQ0541 ) E ( ARQ0521 ) ) ";""
"54123";"ARQ0012";"HISTORIA E TEORIA DA ARQUITETURA E URBANISMO 03";"45";"( ARQ0555 ) ";"( ARQ0545 ) ";""
"54124";"ARQ0013";"CONFORTO AMBIENTAL 01";"30";"( ARQ0556 ) ";"( ARQ0546 ) ";""
"54125";"CST1126.8";"ATENÇÃO BÁSICA E SAÚDE DA FAMÍLIA - PRÁTICA VIII";"15";"( CST1119 ) OU ( CST1109 ) OU ( CST1020 E CST1051 ) OU ( CST1136 ) OU ( CST1146 ) ";"CST1121 ";""
"54126";"CST1120.11";"ATENÇÃO INTEGRAL A SAÚDE EM ALTA COMPLEXIDADE - PRÁTICA XI";"10";"( ( CST1114 ) OU ( CST1027 E CST1053 ) ) OU ( CST1134 ) ";"( CST1111 ) OU ( CST1122 ) OU ( CST1137 ) ";""
"54127";"CST1120.12";"ATENÇÃO INTEGRAL A SAÚDE EM ALTA COMPLEXIDADE - PRÁTICA XII";"10";"( ( CST1114 ) OU ( CST1027 E CST1053 ) ) OU ( CST1134 ) ";"( CST1111 ) OU ( CST1122 ) OU ( CST1137 ) ";""
"54128";"CST1120.13";"ATENÇÃO INTEGRAL A SAÚDE EM ALTA COMPLEXIDADE - PRÁTICA XIII";"10";"( ( CST1114 ) OU ( CST1027 E CST1053 ) ) OU ( CST1134 ) ";"( CST1111 ) OU ( CST1122 ) OU ( CST1137 ) ";""
"54129";"MPEE0009";"TÓPICOS AVANÇADOS DE ENERGIA";"60";"";"";""
"54130";"DHC0019";"ESCRAVIDÃO E FORMAS DE ORGANIZAÇÃO DAS POPULAÇÕES AFRICANAS E AFROBRASILEIRAS NO PERÍ";"15";"";"";""
"54131";"DHC0020";"RELIGIÕES E RELIGIOSIDADES AFRICANAS E AFROBRASILEIRAS;";"15";"";"";""
"54132";"LEM8013";"OFICINA DE EXPRESSÃO ORAL EM LÍNGUA INGLESA III (PARFOR)";"60";"";"";""
"54134";"ADM0132";"ESTÁGIO SUPERVISIONADO I";"180";"ADM0507 ";"";""
"54135";"ADM0133";"ESTÁGIO SUPERVISIONADO II";"180";"ADM0526 ";"";""
"54136";"LEM8061";"ASPECTOS MORFOSSINTÁTICOS DA LÍNGUA ESPANHOLA I (PARFOR)";"60";"";"";""
"54137";"LEM8064";"LINGUÍSTICA APLICADA AO ENSINO DE LÍNGUA E LITERATURA ESPANHOLA (PARFOR)";"60";"";"";""
"54138";"LEM8062";"LITERATURA HISPÂNICA I (PARFOR)";"60";"";"";""
"54139";"LEM8063";"LITERATURA HISPÂNICA II (PARFOR)";"60";"";"";""
"54140";"EFP0001";"TCC";"30";"";"";""
"54141";"LEM8070";"ANÁLISE DO DISCURSO (PARFOR)";"60";"";"";""
"54142";"LEM8071";"LITERATURA INFANTIL (PARFOR)";"60";"";"";""
"54143";"LEM8072";"OFICINA DE PRODUÇÃO DE TEXTOS ACADÊMICOS (PARFOR)";"60";"";"";""
"54144";"LEM8073";"DIALETOLOGIA (PARFOR)";"60";"";"";""
"54145";"PRO2174";"1";"360";"";"";""
"54146";"FIS0031";"INTRODUÇÃO À FÍSICA";"60";"( FIS0701 ) OU ( FIS0151 ) ";"";""
"54147";"CEM0080";"BLENDAS POLIMÉRICAS";"60";"";"";""
"54148";"CON2231";"SEMINÁRIO PARA ELABORAÇÃO DE ARTIGO CIENTÍFICO";"12";"";"";""
"54149";"ART0239";"METODOLOGIA DO ENSINO DA DANÇA";"60";"";"";""
"54150";"ART0240";"METODOLOGIA DO TRABALHO CIENTÍFICO";"60";"";"";""
"54151";"PEC8006";"ESTÁGIO SUPERVISIONADO EM LÍNGUA E LITERATURA ESPANHOLA I (PARFOR)";"100";"";"( PEC8001 ) ";""
"54152";"PEC8007";"ESTÁGIO SUPERVISIONADO EM LÍNGUA E LITERATURA ESPANHOLA II (PARFOR)";"100";"";"( PEC8006 ) ";""
"54157";"LEM8074";"OFICINA DE LEITURA E PRODUÇÃO ESCRITA EM LÍNGUA ESPANHOLA II (PARFOR)";"60";"";"";""
"54158";"HIS0038";"ORIENTAÇÃO DE MONOGRAFIA";"30";"";"";""
"54159";"IMD0927";"AUTOMAÇÃO INDUSTRIAL";"80";"";"";""
"54160";"IMD0928";"SENSORES E ATUADORES";"80";"";"";""
"54161";"IMD0929";"CONTROLE E SERVOMECANISMOS";"60";"";"";""
"54162";"ICE1033";"COMUNICAÇÃO CIENTÍFICA";"30";"";"";""
"54163";"ADM0134";"OFICINA DE PROJETO I";"90";"ADM0507 ";"";""
"54164";"ADM0135";"OFICINA DE PROJETO II";"90";"ADM0526 ";"";""
"54165";"PPGSC0090";"ENGENHARIA DE REQUISITOS";"60";"";"";""
"54166";"PPGSC0091";"ENGENHARIA DE LINHAS DE PRODUTO DE SOFTWARE";"60";"";"";""
"54167";"PPGSC0092";"MÉTODOS EXPERIMENTAIS EM ENGENHARIA DE SOFTWARE";"60";"";"";""
"54168";"PPGSC0093";"LÓGICA DIFUSA";"60";"";"";""
"54169";"PPGSC0094";"TÓPICOS AVANÇADOS EM ALGORITMOS EXPERIMENTAIS IV";"60";"";"";""
"54170";"PPGSC0095";"TÓPICOS AVANÇADOS EM ENGENHARIA DE SOFTWARE IV";"60";"";"";""
"54171";"PPGSC0096";"TÓPICOS AVANÇADOS EM ENGENHARIA DE SOFTWARE V";"60";"";"";""
"54172";"PPGSC0097";"TÓPICOS AVANÇADOS EM ENGENHARIA DE SOFTWARE VI";"60";"";"";""
"54173";"PPGSC0098";"TÓPICOS AVANÇADOS EM FUNDAMENTOS DA COMPUTAÇÃO IV";"60";"";"";""
"54174";"PPGSC0099";"TÓPICOS AVANÇADOS EM FUNDAMENTOS DA COMPUTAÇÃO V";"60";"";"";""
"54175";"PPGSC0100";"TÓPICOS AVANÇADOS EM FUNDAMENTOS DA COMPUTAÇÃO VI";"60";"";"";""
"54176";"PPGSC0101";"TÓPICOS AVANÇADOS EM PROCESSAMENTO GRÁFICO E INTELIGÊNCIA COMPUTACIONAL IV";"60";"";"";""
"54177";"PPGSC0102";"TÓPICOS AVANÇADOS EM LINGUAGEM DE PROGRAMAÇÃO E MÉTODOS FORMAIS I";"60";"";"";""
"54178";"PPGSC0103";"TÓPICOS AVANÇADOS EM LINGUAGEM DE PROGRAMAÇÃO E MÉTODOS FORMAIS II";"60";"";"";""
"54179";"PPGSC0104";"TÓPICOS AVANÇADOS EM LINGUAGEM DE PROGRAMAÇÃO E MÉTODOS FORMAIS III";"60";"";"";""
"54180";"PPGSC0105";"TÓPICOS AVANÇADOS EM LINGUAGEM DE PROGRAMAÇÃO E MÉTODOS FORMAIS IV";"60";"";"";""
"54185";"AGR8001";"LÍNGUA PORTUGUESA PARA ESTRANGEIROS A1";"90";"";"";""
"54186";"AGR8002";"LÍNGUA PORTUGUESA PARA ESTRANGEIROS A2";"90";"";"( AGR8001 OU AGR4001 ) ";""
"54187";"AGR8003";"LÍNGUA PORTUGUESA PARA ESTRANGEIROS B1";"90";"";"( AGR8002 OU AGR4002 ) ";""
"54188";"AGR8004";"LÍNGUA PORTUGUESA PARA ESTRANGEIROS B2";"90";"";"( AGR8003 OU AGR4003 ) ";""
"54189";"BEF1000";"DISSERTAÇÃO DE MESTRADO";"0";"";"";""
"54190";"BEF1001";"EXAME DE PROFICIÊNCIA EM LÍNGUA ESTRANGEIRA";"0";"";"";""
"54191";"BEF1002";"EXAME DE QUALIFICAÇÃO";"0";"";"";""
"54192";"PPGD1001";"TEORIA DA CONSTITUIÇÃO";"60";"";"";""
"54193";"PPGD1002";"HERMENÊUTICA JURÍDICA";"60";"( PPGD1030 ) ";"";""
"54194";"PPGD1003";"SOCIOLOGIA JURÍDICA";"60";"";"";""
"54195";"PPGD1004";"METODOLOGIA DA INVESTIGAÇÃO CIENTÍFICA";"60";"";"";""
"54196";"PPGD1006";"GOVERNO E ADMINISTRAÇÃO PÚBLICA";"60";"";"";""
"54197";"PPGD1009";"DIREITO E DESENVOLVIMENTO";"60";"";"";""
"54198";"PPGD1012";"DIREITOS SOCIAIS FUNDAMENTAIS E SISTEMAS DE JUSTIÇA";"60";"";"";""
"54199";"PPGD1013";"GARANTIAS CONSTITUCIONAIS DO PROCESSO";"60";"";"";""
"54200";"PPGD1016";"JURISDIÇÃO CONSTITUCIONAL";"60";"";"";""
"54201";"MTC0003";"PRATICA DE INSTRUMENTO III";"45";"";"MTC0002 ";""
"54202";"MTC0009";"PRATICA DE CONJUNTO III";"60";"";"MTC0008 ";""
"54203";"PPGD1030";"HERMENÊUTICA CONSTITUCIONAL";"60";"( PPGD1002 ) ";"";""
"54204";"PSI0103";"PSICOLOGIA,INFANCIA E CONTEXTOS DE DESENVOLVIMENTO";"30";"";"";""
"54205";"MUS0027";"MUSICOGRAFIA BRAILLE I";"60";"";"";""
"54206";"MUS0028";"MUSICOGRAFIA BRAILLE II";"60";"";"( ( MUS0027 ) ) ";""
"54207";"DDA0090";"TRABALHO DE CONCLUSÃO DE CURSO/MONOGRAFIA";"120";"( ATU0009 ) ";"( DDA0019 OU ATU0003 OU DDA0012 ) E ( ATU0005 OU DDA0016 ) E ( ATU0006 OU DDA0010 ) ";""
"54208";"DDA0089";"ATIVIDADES COMPLEMENTARES";"60";"( ATU0015 ) ";"";""
"54209";"MCL0020";"DOENÇAS DA PELE";"60";"( MCL0702 ) ";"( ( MCL0303 ) E ( PAT0401 ) ) ";""
"54210";"MCL0020.0";"DOENÇAS DA PELE - TEÓRICO";"30";"( MCL0702 ) ";"( ( MCL0303 ) E ( PAT0401 ) ) ";""
"54211";"MCL0020.1";"DOENÇAS DA PELE - PRÁTICA";"30";"( MCL0702 ) ";"( ( MCL0303 ) E ( PAT0401 ) ) ";""
